model,linear_type,tp_size,dtype,M,K,N,onednn_geomean_ms,onednn_min_ms,onednn_max_ms,onednn_tflops,sgl_geomean_ms,sgl_min_ms,sgl_max_ms,sgl_tflops,sgl_skipped_reason,speedup_onednn_over_sgl,winner,arithmetic_intensity_flops_per_byte
GLM-5.2-FP8,down,1,bf16,4096,10944,4096,10.535754982063722,10.524575500000001,10.5447645,34.85461691479748,21.069992317824518,20.917712,21.201877500000002,17.428563725547455,,1.9998559527717275,onednn,1725.1625615763546
GLM-5.2-FP8,down,1,fp16,1,10944,4096,0.19165016473770857,0.19093749999999998,0.19289,0.4677963523939516,0.1823453627367737,0.18142000000000003,0.18279600000000001,0.4916672771625114,,0.9514490268575069,sgl,0.9996645976384819
GLM-5.2-FP8,down,1,fp16,8,10944,4096,0.20959486122487975,0.20876699999999998,0.2103355,3.421963591132464,0.20088054043666279,0.200212,0.2015575,3.570410466045813,,0.9584230226958325,sgl,7.978584528460934
GLM-5.2-FP8,down,1,fp16,16,10944,4096,0.22190558978453465,0.2205535,0.2242275,6.4642444085920525,0.2120524804687026,0.21129399999999998,0.213146,6.764608293331022,,0.9555977416999761,sgl,15.914566812842244
GLM-5.2-FP8,down,1,fp16,32,10944,4096,0.24382652181235945,0.242719,0.246547,11.766168481900465,0.23443513465210294,0.23146,0.2389285,12.237516958613718,,0.9614833239204232,sgl,31.6600822673236
GLM-5.2-FP8,down,1,fp16,64,10944,4096,0.40717006022735885,0.40544650000000004,0.4080165,14.091919894100458,0.46585251318224435,0.434828,0.50188,12.316790635742121,,1.1441227110905894,onednn,62.65462027014939
GLM-5.2-FP8,down,1,fp16,128,10944,4096,0.5607946448852548,0.5581805,0.563971,20.46313360632758,0.8780676447108449,0.86432,0.8844645,13.06917048262155,,1.5657561153967652,onednn,122.72927983178553
GLM-5.2-FP8,down,1,fp16,256,10944,4096,0.8756260115162106,0.8746395,0.8773095,26.211226238309504,1.5979055609065924,1.5937000000000001,1.602403,14.36332161894369,,1.824872194168492,onednn,235.7509256142713
GLM-5.2-FP8,down,1,fp16,512,10944,4096,1.5224627163518225,1.5143075000000001,1.5264674999999999,30.150139299301237,2.902042755514886,2.876549,2.9201740000000003,15.817293831653386,,1.9061502947466986,onednn,436.9407361197754
GLM-5.2-FP8,down,1,fp16,1024,10944,4096,3.163571049115268,3.1449635000000002,3.207629,29.0193975500169,5.473617831704958,5.440571,5.50274,16.77225717517878,,1.7302022767074328,onednn,762.1501632208923
GLM-5.2-FP8,down,1,fp16,2048,10944,4096,5.304531050430489,5.1541725,5.352306499999999,34.613776441010586,10.771939422471972,10.750474,10.7969065,17.045199077239587,,2.030705319671524,onednn,1213.892547660312
GLM-5.2-FP8,down,1,fp16,4096,10944,4096,10.634192497174569,10.622837,10.6504595,34.53197823018228,21.148617190532132,21.071571,21.224191,17.363769011450916,,1.9887374801754973,onednn,1725.1625615763546
GLM-5.2-FP8,down,2,bf16,1,5472,4096,0.039698320486934856,0.039176,0.040364,1.1291818759625594,0.04426581430036057,0.0434315,0.045492500000000005,1.0126691377647346,,1.115055089419436,onednn,0.9995732929935851
GLM-5.2-FP8,down,2,bf16,8,5472,4096,0.04294344699128854,0.041758500000000004,0.044902,8.350819906765935,0.038361927259351954,0.037045499999999995,0.040308,9.348148480016121,,0.8933127158407663,sgl,7.972772079999089
GLM-5.2-FP8,down,2,bf16,16,5472,4096,0.049831423966849836,0.048859,0.050686499999999995,14.393046132439077,0.04301544681617428,0.041105,0.0456405,16.673684387495776,,0.863219298023475,sgl,15.891457742484402
GLM-5.2-FP8,down,2,bf16,32,5472,4096,0.06437984284756573,0.06316050000000001,0.06674,22.281072841330147,0.059853214180759284,0.058568,0.0607815,23.966164351138993,,0.9296887276111516,sgl,31.568756479019246
GLM-5.2-FP8,down,2,bf16,64,5472,4096,0.13001981554619227,0.1287615,0.1325625,22.06512848790161,0.11080469731416263,0.11047950000000001,0.11119799999999999,25.89153714184017,,0.8522139248443783,sgl,62.297963177087965
GLM-5.2-FP8,down,2,bf16,128,5472,4096,0.2526081992347846,0.2509055,0.254936,22.714258244115985,0.2561942091130904,0.2535655,0.25931150000000003,22.396321493227784,,1.0141959361935546,tie,121.36822041240686
GLM-5.2-FP8,down,2,bf16,256,5472,4096,0.4565540920060363,0.4537995,0.4605045,25.135281766017496,0.4723445611763908,0.46921749999999995,0.474812,24.295009802631313,,1.0345861956925484,onednn,230.77957166392093
GLM-5.2-FP8,down,2,bf16,512,5472,4096,0.8147268338713324,0.8120134999999999,0.8167535,28.17046221362659,0.9784649206605023,0.9715175,0.9859845,23.4563661950262,,1.2009729887146796,onednn,420.1655668866227
GLM-5.2-FP8,down,2,bf16,1024,5472,4096,1.3593858146984963,1.3574955000000002,1.3606515,33.76706044720711,1.7966009330660837,1.7924375000000001,1.8048259999999998,25.54961546060356,,1.3216269536140182,onednn,712.5289928789421
GLM-5.2-FP8,down,2,bf16,2048,5472,4096,2.4815668345562765,2.4780935,2.4840385,36.99474246415589,3.5118528066901646,3.507202,3.517135,26.141450398236906,,1.4151755889815119,onednn,1092.6926677067083
GLM-5.2-FP8,down,2,bf16,4096,5472,4096,5.182414981344597,5.180903000000001,5.1842845,35.429399722899404,6.914583488698003,6.910007,6.9200605,26.554000281305914,,1.3342396380044403,onednn,1490.2468085106384
GLM-5.2-FP8,down,2,bf16,8192,5472,4096,10.635613471814036,10.465175,10.6990725,34.527364573861874,13.842748026208099,13.791233,13.898418,26.52794828835668,,1.3015467385020572,onednn,1821.628088426528
GLM-5.2-FP8,down,2,fp16,1,5472,4096,0.03239095187197595,0.0313865,0.033599500000000004,1.3839242569090153,0.027572261008281904,0.0265325,0.028268500000000002,1.6257870178486773,,0.8512334283123341,sgl,0.9995732929935851
GLM-5.2-FP8,down,2,fp16,8,5472,4096,0.03771175310853433,0.0370265,0.0383145,9.509316391839773,0.03293567945846976,0.0315475,0.034647,10.888282795325145,,0.8733531788798298,sgl,7.972772079999089
GLM-5.2-FP8,down,2,fp16,16,5472,4096,0.05231865800071209,0.0508055,0.053302,13.708799334842231,0.04544906811358774,0.043563500000000005,0.046938,15.780873266916856,,0.8686971312025845,sgl,15.891457742484402
GLM-5.2-FP8,down,2,fp16,32,5472,4096,0.0657805060015961,0.0645055,0.0666785,21.806642350321752,0.05870350440165349,0.056647,0.0605985,24.435542351703216,,0.8924149108890879,sgl,31.568756479019246
GLM-5.2-FP8,down,2,fp16,64,5472,4096,0.12900473080967437,0.1283665,0.1293895,22.238749834939032,0.10694555121010592,0.106085,0.10799349999999999,26.82583710624608,,0.8290048786496582,sgl,62.297963177087965
GLM-5.2-FP8,down,2,fp16,128,5472,4096,0.24079475273141457,0.2377425,0.2434095,23.828625029881866,0.2555378487380511,0.25144350000000004,0.2583315,22.45384744504819,,1.0612268159476097,onednn,121.36822041240686
GLM-5.2-FP8,down,2,fp16,256,5472,4096,0.45491621071905186,0.45194049999999997,0.458423,25.225778887635936,0.45508236512319894,0.452867,0.457751,25.216568743316046,,1.0003652417747093,tie,230.77957166392093
GLM-5.2-FP8,down,2,fp16,512,5472,4096,0.820555106333086,0.818282,0.8225335,27.970371899292598,0.9602124136776399,0.9574265,0.9645815,23.902244087947324,,1.1701985719992132,onednn,420.1655668866227
GLM-5.2-FP8,down,2,fp16,1024,5472,4096,1.4043628052852406,1.3653235,1.4177825,32.685615713581036,1.8201115992037038,1.810708,1.8312595,25.21958708250761,,1.2960408751597636,onednn,712.5289928789421
GLM-5.2-FP8,down,2,fp16,2048,5472,4096,2.4547623973036603,2.4526765,2.4583245,37.3987014192655,3.4921171069917185,3.4839525,3.502295,26.289188804176522,,1.4225886427246486,onednn,1092.6926677067083
GLM-5.2-FP8,down,2,fp16,4096,5472,4096,5.067859845012274,5.061387,5.078998,36.230254489911864,6.952777903237814,6.939413,6.9676694999999995,26.408128442948737,,1.3719357116950763,onednn,1490.2468085106384
GLM-5.2-FP8,down,2,fp16,8192,5472,4096,10.593576607534569,10.5367735,10.6454195,34.66437421586387,13.548289934549313,13.494605,13.7099005,27.104505851440184,,1.2789155576515334,onednn,1821.628088426528
GLM-5.2-FP8,down,4,bf16,1,2736,4096,0.01949368205336193,0.0189555,0.0203835,1.1497731387352006,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),0.9993907337306643
GLM-5.2-FP8,down,4,bf16,8,2736,4096,0.022029703889634687,0.0213615,0.022687,8.139305770894472,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),7.961172552540948
GLM-5.2-FP8,down,4,bf16,16,2736,4096,0.02637104004581779,0.025576500000000002,0.0284175,13.598742839756628,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),15.845440354727055
GLM-5.2-FP8,down,4,bf16,32,2736,4096,0.03437460031981303,0.0332775,0.036497,20.86499849677092,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),31.387676450817835
GLM-5.2-FP8,down,4,bf16,64,2736,4096,0.06420881250310034,0.0625095,0.06558749999999999,22.340422008750544,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),61.59669334271392
GLM-5.2-FP8,down,4,bf16,128,2736,4096,0.11244636904462753,0.111211,0.113358,25.51353112043479,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),118.73470079674522
GLM-5.2-FP8,down,4,bf16,256,2736,4096,0.20810643412651897,0.2071325,0.2087165,27.571506359633656,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),221.44040467910213
GLM-5.2-FP8,down,4,bf16,512,2736,4096,0.39178422324885437,0.3906225,0.392848,29.290653025379466,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),390.20389972144847
GLM-5.2-FP8,down,4,bf16,1024,2736,4096,0.7595328057202075,0.758238,0.7614365000000001,30.217564422694135,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),630.4374437443745
GLM-5.2-FP8,down,4,bf16,2048,2736,4096,1.2156859817400503,1.210388,1.2212855,37.758486702543316,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),910.814044213264
GLM-5.2-FP8,down,4,bf16,4096,2736,4096,2.302423785884925,2.298625,2.3058069999999997,39.87316605866076,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),1171.2642140468226
GLM-5.2-FP8,down,4,bf16,8192,2736,4096,5.157753298246074,5.143526,5.175083,35.59880461255052,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),1366.6653658536586
GLM-5.2-FP8,down,4,bf16,16384,2736,4096,11.304911698774072,11.1690835,11.377689,32.4831996562894,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),1491.0399148483236
GLM-5.2-FP8,down,4,fp16,1,2736,4096,0.01954825696563169,0.019036,0.019901000000000002,1.146563196882742,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),0.9993907337306643
GLM-5.2-FP8,down,4,fp16,8,2736,4096,0.023107546398235528,0.0222775,0.024269,7.759651020918936,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),7.961172552540948
GLM-5.2-FP8,down,4,fp16,16,2736,4096,0.02829436972355716,0.0263065,0.029491,12.674358732982418,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),15.845440354727055
GLM-5.2-FP8,down,4,fp16,32,2736,4096,0.04050777310464893,0.039786,0.0415255,17.705885291376003,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),31.387676450817835
GLM-5.2-FP8,down,4,fp16,64,2736,4096,0.07207650011382073,0.0709805,0.0731725,19.901798307836295,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),61.59669334271392
GLM-5.2-FP8,down,4,fp16,128,2736,4096,0.10789426612272619,0.1069895,0.10903199999999999,26.5899573637835,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),118.73470079674522
GLM-5.2-FP8,down,4,fp16,256,2736,4096,0.19881097088094388,0.1972245,0.2000725,28.860619947558295,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),221.44040467910213
GLM-5.2-FP8,down,4,fp16,512,2736,4096,0.37805155828147746,0.37029900000000004,0.38251999999999997,30.354631511545985,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),390.20389972144847
GLM-5.2-FP8,down,4,fp16,1024,2736,4096,0.7397943710979683,0.728534,0.7750144999999999,31.023798483268877,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),630.4374437443745
GLM-5.2-FP8,down,4,fp16,2048,2736,4096,1.218287560573369,1.2120745,1.2276989999999999,37.67785575549724,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),910.814044213264
GLM-5.2-FP8,down,4,fp16,4096,2736,4096,2.2518154396752337,2.2435355,2.2582495,40.7692941146369,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),1171.2642140468226
GLM-5.2-FP8,down,4,fp16,8192,2736,4096,5.177884626030675,5.169988,5.184289,35.46039843779869,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),1366.6653658536586
GLM-5.2-FP8,down,4,fp16,16384,2736,4096,11.280970034203918,11.235129,11.350967,32.55213892906277,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),1491.0399148483236
GLM-5.2-FP8,down,8,bf16,1,1368,4096,0.016281377376173235,0.015799,0.016468,0.6883112983057706,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),0.9990258151844461
GLM-5.2-FP8,down,8,bf16,8,1368,4096,0.018689330711224448,0.018214,0.019371,4.797028282353418,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),7.938074460248201
GLM-5.2-FP8,down,8,bf16,16,1368,4096,0.021754218069435192,0.0210995,0.023034,8.242378348313364,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),15.754200499336468
GLM-5.2-FP8,down,8,bf16,32,1368,4096,0.027256184197248734,0.026779499999999998,0.027692500000000002,13.157123880759462,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),31.031677816667404
GLM-5.2-FP8,down,8,bf16,64,1368,4096,0.04571122149039525,0.0437165,0.048439499999999996,15.690370123902774,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),60.24047475703105
GLM-5.2-FP8,down,8,bf16,128,1368,4096,0.06234784302579455,0.059974,0.06533749999999999,23.00724288740091,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),113.79626320064988
GLM-5.2-FP8,down,8,bf16,256,1368,4096,0.11183402104658226,0.1090585,0.11330950000000001,25.65323064620036,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),204.85990055571804
GLM-5.2-FP8,down,8,bf16,512,1368,4096,0.2139366362227269,0.2133285,0.214888,26.820127554153164,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),341.49975621647974
GLM-5.2-FP8,down,8,bf16,1024,1368,4096,0.42374320318230285,0.4225925,0.4248155,27.081533480226607,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),512.3745427944403
GLM-5.2-FP8,down,8,bf16,2048,1368,4096,0.6594508166912533,0.650623,0.668261,34.80355305821917,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),683.3326829268293
GLM-5.2-FP8,down,8,bf16,4096,1368,4096,1.2690147421055138,1.257219,1.2846585,36.17173343458557,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),820.1592505854801
GLM-5.2-FP8,down,8,bf16,8192,1368,4096,2.387672369728049,2.3835755,2.391899,38.44954907379373,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),911.4066363044892
GLM-5.2-FP8,down,8,bf16,16384,1368,4096,4.642540705666257,4.620433,4.6821745,39.54943285255479,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),965.0926627626593
GLM-5.2-FP8,down,8,bf16,32768,1368,4096,9.826347137968503,9.812508999999999,9.843359,37.37092722778762,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),994.3794143744454
GLM-5.2-FP8,down,8,fp16,1,1368,4096,0.016863357564916397,0.016134000000000003,0.018237999999999997,0.6645566256221146,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),0.9990258151844461
GLM-5.2-FP8,down,8,fp16,8,1368,4096,0.018973983097683587,0.0188735,0.0191145,4.7250620778167125,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),7.938074460248201
GLM-5.2-FP8,down,8,fp16,16,1368,4096,0.022008453022511254,0.0214985,0.022334,8.147164901440238,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),15.754200499336468
GLM-5.2-FP8,down,8,fp16,32,1368,4096,0.028081193237742438,0.027248,0.0290705,12.770575273062377,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),31.031677816667404
GLM-5.2-FP8,down,8,fp16,64,1368,4096,0.04568873820954719,0.0439505,0.047509499999999996,15.698091304480965,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),60.24047475703105
GLM-5.2-FP8,down,8,fp16,128,1368,4096,0.06074583417473301,0.059503,0.062933,23.613997362746804,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),113.79626320064988
GLM-5.2-FP8,down,8,fp16,256,1368,4096,0.11047328156651917,0.1055175,0.1139715,25.96921079304184,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),204.85990055571804
GLM-5.2-FP8,down,8,fp16,512,1368,4096,0.21533680511316278,0.214276,0.216677,26.645736983906186,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),341.49975621647974
GLM-5.2-FP8,down,8,fp16,1024,1368,4096,0.4381898262818135,0.428109,0.443419,26.1886859432005,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),512.3745427944403
GLM-5.2-FP8,down,8,fp16,2048,1368,4096,0.6736454235551088,0.6676314999999999,0.6805645,34.07019581143556,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),683.3326829268293
GLM-5.2-FP8,down,8,fp16,4096,1368,4096,1.229817722184021,1.201862,1.2604055,37.324606848633046,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),820.1592505854801
GLM-5.2-FP8,down,8,fp16,8192,1368,4096,2.3392019770015215,2.327727,2.3439965000000003,39.24625870472248,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),911.4066363044892
GLM-5.2-FP8,down,8,fp16,16384,1368,4096,4.614279882152097,4.578367,4.6760185,39.79165906563182,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),965.0926627626593
GLM-5.2-FP8,down,8,fp16,32768,1368,4096,9.911996315835998,9.805852,10.0010565,37.0480064869786,,,,,check_cpu_sgl_kernel=False (k%32!=0 or n%16!=0),,onednn (sgl n/a),994.3794143744454
Llama-3.1-8B-Instruct,down,1,bf16,1,14336,4096,0.30679154660165786,0.30609600000000003,0.307222,0.38280230762839856,0.298763201210926,0.2967565,0.29990799999999995,0.39308894644319775,,0.9738312692130465,sgl,0.999686203409923
Llama-3.1-8B-Instruct,down,1,bf16,8,14336,4096,0.3106079220931059,0.308228,0.31194900000000003,3.024791156866804,0.30046396861544705,0.299467,0.302013,3.126911024737421,,0.9673416137962568,sgl,7.979961035346507
Llama-3.1-8B-Instruct,down,1,bf16,16,14336,4096,0.31358100443508163,0.3106,0.3153305,5.992225821794015,0.305654839764125,0.3043385,0.3070735,6.147614719433425,,0.9747237091569507,sgl,15.920044419766796
Llama-3.1-8B-Instruct,down,1,bf16,32,14336,4096,0.34864656312757986,0.34779550000000004,0.3490835,10.77910061779328,0.3435881434458903,0.3397635,0.35584550000000004,10.937794145949162,,0.9854912676140778,tie,31.681767955801106
Llama-3.1-8B-Instruct,down,1,bf16,64,14336,4096,0.5061733972141418,0.5023095,0.508464,14.849047400292744,0.752759142249987,0.7474545,0.7677700000000001,9.984857501078235,,1.4871566668517044,onednn,62.73960612691466
Llama-3.1-8B-Instruct,down,1,bf16,128,14336,4096,0.7376317711508802,0.7353890000000001,0.740219,20.37925442466492,1.4029268231722878,1.386971,1.4230555,10.715017553095807,,1.9019338347959034,onednn,123.05579399141631
Llama-3.1-8B-Instruct,down,1,bf16,256,14336,4096,1.1834310532843535,1.1800315000000001,1.1876315,25.404750862808456,2.3929574426380307,2.3752755,2.402616,12.563855309878042,,2.0220505757364586,onednn,236.95867768595042
Llama-3.1-8B-Instruct,down,1,bf16,512,14336,4096,2.0299214742249916,2.025213,2.0348325000000003,29.621609952649518,4.4791087432914845,4.437295499999999,4.507314,13.424443475291392,,2.2065428639310167,onednn,441.10769230769233
Llama-3.1-8B-Instruct,down,1,bf16,1024,14336,4096,4.161919222474536,4.142184,4.1780615,28.895102922371958,8.705412228088296,8.637358500000001,8.735379,13.814289448577766,,2.091682169389235,onednn,774.918918918919
Llama-3.1-8B-Instruct,down,1,bf16,2048,14336,4096,7.673641078021316,7.6647545,7.682159499999999,31.343421738200284,17.393013390441197,17.361998,17.446783,13.828435773422866,,2.2665919885486834,onednn,1246.608695652174
Llama-3.1-8B-Instruct,down,1,bf16,4096,14336,4096,14.42196606550896,14.404537,14.457225000000001,33.35442164868414,33.43840922975038,33.248618,33.5120095,14.38574227161556,,2.3185749486486755,onednn,1792.0
Llama-3.1-8B-Instruct,down,1,fp16,1,14336,4096,0.298134545129089,0.2961665,0.30188000000000004,0.39391782642682194,0.28757749740698113,0.2861875,0.2891405,0.40837865639326293,,0.9645896529114505,sgl,0.999686203409923
Llama-3.1-8B-Instruct,down,1,fp16,8,14336,4096,0.30252004891020695,0.301446,0.303697,3.105658945198923,0.2933091196939033,0.29276199999999997,0.294031,3.2031874664534303,,0.9695526651886875,sgl,7.979961035346507
Llama-3.1-8B-Instruct,down,1,fp16,16,14336,4096,0.31015415051104117,0.3094845,0.311134,6.058433165907633,0.300935025211632,0.3003165,0.30206,6.244032879451512,,0.9702756668443134,sgl,15.920044419766796
Llama-3.1-8B-Instruct,down,1,fp16,32,14336,4096,0.3379434264728956,0.330941,0.34304,11.12048967255593,0.3327815697612222,0.33127300000000004,0.335383,11.29298232079533,,0.9847256780060866,tie,31.681767955801106
Llama-3.1-8B-Instruct,down,1,fp16,64,14336,4096,0.5234334814928204,0.522824,0.5246445,14.359403885597818,0.7557350572924239,0.753398,0.758879,9.945539373187616,,1.443803432552852,onednn,62.73960612691466
Llama-3.1-8B-Instruct,down,1,fp16,128,14336,4096,0.7362558967064362,0.7340435000000001,0.739078,20.417338052225873,1.3864860753440575,1.3815434999999998,1.397883,10.842074654280031,,1.8831578552326143,onednn,123.05579399141631
Llama-3.1-8B-Instruct,down,1,fp16,256,14336,4096,1.1866064850310802,1.184804,1.1875529999999999,25.33676619103639,2.3836501314441705,2.3765925,2.4019364999999997,12.612912723808508,,2.0087958067933,onednn,236.95867768595042
Llama-3.1-8B-Instruct,down,1,fp16,512,14336,4096,2.010016567349085,2.0042619999999998,2.018498,29.914948523684057,4.48311530366299,4.472277,4.505817,13.412446049484908,,2.230387239830345,onednn,441.10769230769233
Llama-3.1-8B-Instruct,down,1,fp16,1024,14336,4096,4.208677118523858,4.201043,4.2308805,28.574081807962354,8.692102392895194,8.6560095,8.732284,13.835442664170424,,2.065281357564403,onednn,774.918918918919
Llama-3.1-8B-Instruct,down,1,fp16,2048,14336,4096,7.596812035907463,7.5476235,7.6150895,31.660408002614133,17.137248908429154,17.065341500000002,17.197104500000002,14.034817948970698,,2.2558474301361406,onednn,1246.608695652174
Llama-3.1-8B-Instruct,down,1,fp16,4096,14336,4096,14.121493647495964,14.041107,14.398930499999999,34.06412587504848,33.24915836453711,33.021278499999994,33.471452,14.467624469708797,,2.3545071926887053,onednn,1792.0
Llama-3.1-8B-Instruct,down,2,bf16,1,7168,4096,0.06196932509103782,0.061554,0.0626435,0.9475697195949014,0.0628478096787273,0.062314,0.06358649999999999,0.9343246216562358,,1.0141761199819253,tie,0.9996164975769619
